Time period,Counterparty,Buy,Sell,Size
980,Billy the Beta Miner,,1,48
981,Billy the Beta Miner,,,51
982,Billy the Beta Miner,,,48
983,Billy the Beta Miner,,,50
984,Billy the Beta Miner,,,49
985,Billy the Beta Miner,,,50
986,Billy the Beta Miner,,,49
987,Billy the Beta Miner,,,50
988,Billy the Beta Miner,,1,50
989,Billy the Beta Miner,,,48
990,Billy the Beta Miner,,1,52
991,Billy the Beta Miner,,1,52
992,Billy the Beta Miner,,,52
993,Billy the Beta Miner,,,50
994,Billy the Beta Miner,,,52
995,Billy the Beta Miner,,,50
996,Billy the Beta Miner,,,48
997,Billy the Beta Miner,,,51
998,Billy the Beta Miner,,,52
999,Billy the Beta Miner,,,50
1000,Billy the Beta Miner,,,51
1001,Billy the Beta Miner,,1,49
1002,Billy the Beta Miner,,,52
1003,Billy the Beta Miner,,,52
1004,Billy the Beta Miner,,,52
1005,Billy the Beta Miner,,1,48
1006,Billy the Beta Miner,,,52
1007,Billy the Beta Miner,,,48
1008,Billy the Beta Miner,,,50
1009,Billy the Beta Miner,,1,49
1010,Billy the Beta Miner,,,48
1011,Billy the Beta Miner,,,50
1012,Billy the Beta Miner,,,49
1013,Billy the Beta Miner,,,50
1014,Billy the Beta Miner,,,49
1015,Billy the Beta Miner,,,49
1016,Billy the Beta Miner,,,48
1017,Billy the Beta Miner,,,49
1018,Billy the Beta Miner,,,50
1019,Billy the Beta Miner,,,52
1020,Billy the Beta Miner,,1,48
1021,Billy the Beta Miner,,,52
1022,Billy the Beta Miner,,,50
1023,Billy the Beta Miner,,1,52
1024,Billy the Beta Miner,,,49
1025,Billy the Beta Miner,,,49
1026,Billy the Beta Miner,,1,49
1027,Billy the Beta Miner,,1,48
1028,Billy the Beta Miner,,,50
1029,Billy the Beta Miner,,1,51
1030,Billy the Beta Miner,,,51
1031,Billy the Beta Miner,,,52
1032,Billy the Beta Miner,,,50
1033,Billy the Beta Miner,,1,48
1034,Billy the Beta Miner,,1,51
1035,Billy the Beta Miner,,,52
1036,Billy the Beta Miner,,1,50
1037,Billy the Beta Miner,,1,48
1038,Billy the Beta Miner,,,49
1039,Billy the Beta Miner,,,52
1040,Billy the Beta Miner,,,50
1041,Billy the Beta Miner,,1,49
1042,Billy the Beta Miner,,,50
1043,Billy the Beta Miner,,,49
1044,Billy the Beta Miner,,,51
1045,Billy the Beta Miner,,,48
1046,Billy the Beta Miner,,,51
1047,Billy the Beta Miner,,,52
1048,Billy the Beta Miner,,1,52
1049,Billy the Beta Miner,,,49
1050,Billy the Beta Miner,,,49
1051,Billy the Beta Miner,,,49
1052,Billy the Beta Miner,,,50
1053,Billy the Beta Miner,,,51
1054,Billy the Beta Miner,,,51
1055,Billy the Beta Miner,,,49
1056,Billy the Beta Miner,,,51
1057,Billy the Beta Miner,,,49
1058,Billy the Beta Miner,,,50
1059,Billy the Beta Miner,,,50
1060,Billy the Beta Miner,,,51
1061,Billy the Beta Miner,,,48
1062,Billy the Beta Miner,,1,48
1063,Billy the Beta Miner,,,49
1064,Billy the Beta Miner,,,52
1065,Billy the Beta Miner,,1,49
1066,Billy the Beta Miner,,,48
1067,Billy the Beta Miner,,,49
1068,Billy the Beta Miner,,1,48
1069,Billy the Beta Miner,,,50
1070,Billy the Beta Miner,,,48
1071,Billy the Beta Miner,,,50
1072,Billy the Beta Miner,,,51
1073,Billy the Beta Miner,,1,50
1074,Billy the Beta Miner,,,49
1075,Billy the Beta Miner,,,50
1076,Billy the Beta Miner,,,48
1077,Billy the Beta Miner,,1,48
1078,Billy the Beta Miner,,,51
1079,Billy the Beta Miner,,1,48
1080,Billy the Beta Miner,,1,50
1081,Billy the Beta Miner,,1,48
1082,Billy the Beta Miner,,,51
1083,Billy the Beta Miner,,1,52
1084,Billy the Beta Miner,,,52
1085,Billy the Beta Miner,,1,52
1086,Billy the Beta Miner,,1,52
1087,Billy the Beta Miner,,,50
1088,Billy the Beta Miner,,,51
1089,Billy the Beta Miner,,,48
1090,Billy the Beta Miner,,,49
1091,Billy the Beta Miner,,,49
1092,Billy the Beta Miner,,,52
1093,Billy the Beta Miner,,,52
1094,Billy the Beta Miner,,,48
1095,Billy the Beta Miner,,1,50
1096,Billy the Beta Miner,,,51
1097,Billy the Beta Miner,,,52
1098,Billy the Beta Miner,,1,49
1099,Billy the Beta Miner,,1,49
1100,Billy the Beta Miner,,,49
1101,Billy the Beta Miner,,,48
1102,Billy the Beta Miner,,,52
1103,Billy the Beta Miner,,1,50
1104,Billy the Beta Miner,,1,48
1105,Billy the Beta Miner,,,51
1106,Billy the Beta Miner,,,52
1107,Billy the Beta Miner,,,49
1108,Billy the Beta Miner,,,51
1109,Billy the Beta Miner,,1,48
1110,Billy the Beta Miner,,,51
1111,Billy the Beta Miner,,1,49
1112,Billy the Beta Miner,,,48
1113,Billy the Beta Miner,,1,51
1114,Billy the Beta Miner,,,52
1115,Billy the Beta Miner,,,49
1116,Billy the Beta Miner,,,52
1117,Billy the Beta Miner,,,48
1118,Billy the Beta Miner,,,52
1119,Billy the Beta Miner,,,50
1120,Billy the Beta Miner,,,48
1121,Billy the Beta Miner,,,48
1122,Billy the Beta Miner,,,52
1123,Billy the Beta Miner,,,52
1124,Billy the Beta Miner,,,50
1125,Billy the Beta Miner,,,48
1126,Billy the Beta Miner,,,49
1127,Billy the Beta Miner,,,52
1128,Billy the Beta Miner,,1,52
1129,Billy the Beta Miner,,,48
1130,Billy the Beta Miner,,,50
1131,Billy the Beta Miner,,,48
1132,Billy the Beta Miner,,,51
1133,Billy the Beta Miner,,,51
1134,Billy the Beta Miner,,,50
1135,Billy the Beta Miner,,,49
1136,Billy the Beta Miner,,,48
1137,Billy the Beta Miner,,,51
1138,Billy the Beta Miner,,1,50
1139,Billy the Beta Miner,,,49
1140,Billy the Beta Miner,,,48
1141,Billy the Beta Miner,,,48
1142,Billy the Beta Miner,,1,50
1143,Billy the Beta Miner,,1,51
1144,Billy the Beta Miner,,,48
1145,Billy the Beta Miner,,,52
1146,Billy the Beta Miner,,,49
1147,Billy the Beta Miner,,,51
1148,Billy the Beta Miner,,,48
1149,Billy the Beta Miner,,,52
1150,Billy the Beta Miner,,,52
1151,Billy the Beta Miner,,1,51
1152,Billy the Beta Miner,,1,52
1153,Billy the Beta Miner,,,52
1154,Billy the Beta Miner,,,50
1155,Billy the Beta Miner,,,50
1156,Billy the Beta Miner,,,48
1157,Billy the Beta Miner,,,49
1158,Billy the Beta Miner,,,52
1159,Billy the Beta Miner,,,48
1160,Billy the Beta Miner,,,52
1161,Billy the Beta Miner,,1,51
1162,Billy the Beta Miner,,,50
1163,Billy the Beta Miner,,,48
1164,Billy the Beta Miner,,1,48
1165,Billy the Beta Miner,,,50
1166,Billy the Beta Miner,,,50
1167,Billy the Beta Miner,,1,50
1168,Billy the Beta Miner,,,51
1169,Billy the Beta Miner,,,48
1170,Billy the Beta Miner,,,48
1171,Billy the Beta Miner,,,49
1172,Billy the Beta Miner,,,49
1173,Billy the Beta Miner,,,52
1174,Billy the Beta Miner,,,51
1175,Billy the Beta Miner,,,50
1176,Billy the Beta Miner,,,51
1177,Billy the Beta Miner,,1,48
1178,Billy the Beta Miner,,,51
1179,Billy the Beta Miner,,,50
1180,Billy the Beta Miner,,1,52
1181,Billy the Beta Miner,,,51
1182,Billy the Beta Miner,,,52
1183,Billy the Beta Miner,,,52
1184,Billy the Beta Miner,,,50
1185,Billy the Beta Miner,,1,48
1186,Billy the Beta Miner,,,49
1187,Billy the Beta Miner,,1,52
1188,Billy the Beta Miner,,,50
1189,Billy the Beta Miner,,,51
1190,Billy the Beta Miner,,,51
1191,Billy the Beta Miner,,,48
1192,Billy the Beta Miner,,,48
1193,Billy the Beta Miner,,,52
1194,Billy the Beta Miner,,1,50
1195,Billy the Beta Miner,,,50
1196,Billy the Beta Miner,,,52
1197,Billy the Beta Miner,,1,48
1198,Billy the Beta Miner,,,48
1199,Billy the Beta Miner,,,51
1200,Billy the Beta Miner,,,52
1201,Billy the Beta Miner,,,50
1202,Billy the Beta Miner,,,50
1203,Billy the Beta Miner,,,51
1204,Billy the Beta Miner,,,48
1205,Billy the Beta Miner,,,49
1206,Billy the Beta Miner,,,51
1207,Billy the Beta Miner,,1,52
1208,Billy the Beta Miner,,,48
1209,Billy the Beta Miner,,,50
1210,Billy the Beta Miner,,,50
1211,Billy the Beta Miner,,,48
1212,Billy the Beta Miner,,1,50
1213,Billy the Beta Miner,,,48
1214,Billy the Beta Miner,,1,48
1215,Billy the Beta Miner,,,52
1216,Billy the Beta Miner,,,49
1217,Billy the Beta Miner,,,51
1218,Billy the Beta Miner,,,48
1219,Billy the Beta Miner,,1,51
1220,Billy the Beta Miner,,,52
1221,Billy the Beta Miner,,,49
1222,Billy the Beta Miner,,,50
1223,Billy the Beta Miner,,1,50
1224,Billy the Beta Miner,,,52
1225,Billy the Beta Miner,,1,50
1226,Billy the Beta Miner,,,48
1227,Billy the Beta Miner,,1,49
1228,Billy the Beta Miner,,1,51
1229,Billy the Beta Miner,,1,49
1230,Billy the Beta Miner,,,52
1231,Billy the Beta Miner,,1,51
1232,Billy the Beta Miner,,,52
1233,Billy the Beta Miner,,,52
1234,Billy the Beta Miner,,,48
1235,Billy the Beta Miner,,,49
1236,Billy the Beta Miner,,,49
1237,Billy the Beta Miner,,1,51
1238,Billy the Beta Miner,,,48
1239,Billy the Beta Miner,,,51
1240,Billy the Beta Miner,,1,48
1241,Billy the Beta Miner,,1,50
1242,Billy the Beta Miner,,,52
1243,Billy the Beta Miner,,,52
1244,Billy the Beta Miner,,,52
1245,Billy the Beta Miner,,,48
1246,Billy the Beta Miner,,,51
1247,Billy the Beta Miner,,1,52
1248,Billy the Beta Miner,,,52
1249,Billy the Beta Miner,,,50
1250,Billy the Beta Miner,,1,49
1251,Billy the Beta Miner,,1,51
1252,Billy the Beta Miner,,1,48
1253,Billy the Beta Miner,,,48
1254,Billy the Beta Miner,,1,51
1255,Billy the Beta Miner,,,48
1256,Billy the Beta Miner,,,52
1257,Billy the Beta Miner,,1,49
1258,Billy the Beta Miner,,,51
1259,Billy the Beta Miner,,,52
1260,Billy the Beta Miner,,1,49
1261,Billy the Beta Miner,,,48
1262,Billy the Beta Miner,,,48
1263,Billy the Beta Miner,,,52
1264,Billy the Beta Miner,,,52
1265,Billy the Beta Miner,,1,50
1266,Billy the Beta Miner,,,51
1267,Billy the Beta Miner,,,51
1268,Billy the Beta Miner,,,52
1269,Billy the Beta Miner,,1,50
1270,Billy the Beta Miner,,1,50
1271,Billy the Beta Miner,,1,48
1272,Billy the Beta Miner,,,52
1273,Billy the Beta Miner,,,50
1274,Billy the Beta Miner,,1,49
1275,Billy the Beta Miner,,,52
1276,Billy the Beta Miner,,,52
1277,Billy the Beta Miner,,,50
1278,Billy the Beta Miner,,1,51
1279,Billy the Beta Miner,,,48
1280,Billy the Beta Miner,,,49
1281,Billy the Beta Miner,,,49
1282,Billy the Beta Miner,,,51
1283,Billy the Beta Miner,,,48
1284,Billy the Beta Miner,,,49
1285,Billy the Beta Miner,,,48
1286,Billy the Beta Miner,,,51
1287,Billy the Beta Miner,,1,48
1288,Billy the Beta Miner,,1,49
1289,Billy the Beta Miner,,,52
1290,Billy the Beta Miner,,,52
1291,Billy the Beta Miner,,,48
1292,Billy the Beta Miner,,,51
1293,Billy the Beta Miner,,,52
1294,Billy the Beta Miner,,,51
1295,Billy the Beta Miner,,,52
1296,Billy the Beta Miner,,,48
1297,Billy the Beta Miner,,1,52
1298,Billy the Beta Miner,,,50
1299,Billy the Beta Miner,,,49
1300,Billy the Beta Miner,,,51
1301,Billy the Beta Miner,,,48
1302,Billy the Beta Miner,,,48
1303,Billy the Beta Miner,,,49
1304,Billy the Beta Miner,,,48
1305,Billy the Beta Miner,,1,52
1306,Billy the Beta Miner,,,50
1307,Billy the Beta Miner,,1,52
1308,Billy the Beta Miner,,,49
1309,Billy the Beta Miner,,,51
1310,Billy the Beta Miner,,,48
1311,Billy the Beta Miner,,,50
1312,Billy the Beta Miner,,1,48
1313,Billy the Beta Miner,,,49
1314,Billy the Beta Miner,,,50
1315,Billy the Beta Miner,,,50
1316,Billy the Beta Miner,,,52
1317,Billy the Beta Miner,,,51
1318,Billy the Beta Miner,,,48
1319,Billy the Beta Miner,,1,50
1320,Billy the Beta Miner,,,48
1321,Billy the Beta Miner,,1,51
1322,Billy the Beta Miner,,,51
1323,Billy the Beta Miner,,,51
1324,Billy the Beta Miner,,,49
1325,Billy the Beta Miner,,1,50
1326,Billy the Beta Miner,,,51
1327,Billy the Beta Miner,,,50
1328,Billy the Beta Miner,,,52
1329,Billy the Beta Miner,,,51
1330,Billy the Beta Miner,,,52
1331,Billy the Beta Miner,,,49
1332,Billy the Beta Miner,,,49
1333,Billy the Beta Miner,,,48
1334,Billy the Beta Miner,,,48
1335,Billy the Beta Miner,,,51
1336,Billy the Beta Miner,,,50
1337,Billy the Beta Miner,,,50
1338,Billy the Beta Miner,,,52
1339,Billy the Beta Miner,,1,48
1340,Billy the Beta Miner,,1,52
1341,Billy the Beta Miner,,,50
1342,Billy the Beta Miner,,1,48
1343,Billy the Beta Miner,,,51
1344,Billy the Beta Miner,,,52
1345,Billy the Beta Miner,,,52
1346,Billy the Beta Miner,,1,50
1347,Billy the Beta Miner,,,49
1348,Billy the Beta Miner,,,52
1349,Billy the Beta Miner,,,50
1350,Billy the Beta Miner,,1,51
1351,Billy the Beta Miner,,,52
1352,Billy the Beta Miner,,,51
1353,Billy the Beta Miner,,,50
1354,Billy the Beta Miner,,,50
1355,Billy the Beta Miner,,,52
1356,Billy the Beta Miner,,,50
1357,Billy the Beta Miner,,,48
1358,Billy the Beta Miner,,,51
1359,Billy the Beta Miner,,,48
1360,Billy the Beta Miner,,,48
1361,Billy the Beta Miner,,,50
1362,Billy the Beta Miner,,,52
1363,Billy the Beta Miner,,1,51
1364,Billy the Beta Miner,,1,50
1365,Billy the Beta Miner,,1,50
1366,Billy the Beta Miner,,,51
1367,Billy the Beta Miner,,,52
1368,Billy the Beta Miner,,1,50
1369,Billy the Beta Miner,,,49
1370,Billy the Beta Miner,,,48
1371,Billy the Beta Miner,,,48
1372,Billy the Beta Miner,,,48
1373,Billy the Beta Miner,,,51
1374,Billy the Beta Miner,,,49
1375,Billy the Beta Miner,,,52
1376,Billy the Beta Miner,,,48
1377,Billy the Beta Miner,,,52
1378,Billy the Beta Miner,,,51
1379,Billy the Beta Miner,,1,50
1380,Billy the Beta Miner,,,51
1381,Billy the Beta Miner,,1,49
1382,Billy the Beta Miner,,,51
1383,Billy the Beta Miner,,1,51
1384,Billy the Beta Miner,,,48
1385,Billy the Beta Miner,,1,51
1386,Billy the Beta Miner,,,48
1387,Billy the Beta Miner,,,52
1388,Billy the Beta Miner,,,48
1389,Billy the Beta Miner,,,49
1390,Billy the Beta Miner,,,50
1391,Billy the Beta Miner,,,49
1392,Billy the Beta Miner,,1,52
1393,Billy the Beta Miner,,,52
1394,Billy the Beta Miner,,,52
1395,Billy the Beta Miner,,,52
1396,Billy the Beta Miner,,,50
1397,Billy the Beta Miner,,1,51
1398,Billy the Beta Miner,,1,51
1399,Billy the Beta Miner,,,50
1400,Billy the Beta Miner,,,51
1401,Billy the Beta Miner,,1,48
1402,Billy the Beta Miner,,1,51
1403,Billy the Beta Miner,,,48
1404,Billy the Beta Miner,,1,49
1405,Billy the Beta Miner,,,50
1406,Billy the Beta Miner,,,52
1407,Billy the Beta Miner,,,52
1408,Billy the Beta Miner,,,51
1409,Billy the Beta Miner,,,49
1410,Billy the Beta Miner,,,48
1411,Billy the Beta Miner,,,50
1412,Billy the Beta Miner,,1,49
1413,Billy the Beta Miner,,,49
1414,Billy the Beta Miner,,,51
1415,Billy the Beta Miner,,1,48
1416,Billy the Beta Miner,,1,49
1417,Billy the Beta Miner,,,50
1418,Billy the Beta Miner,,,52
1419,Billy the Beta Miner,,,49
1420,Billy the Beta Miner,,1,51
1421,Billy the Beta Miner,,,51
1422,Billy the Beta Miner,,1,52
1423,Billy the Beta Miner,,,51
1424,Billy the Beta Miner,,,48
1425,Billy the Beta Miner,,,49
1426,Billy the Beta Miner,,,51
1427,Billy the Beta Miner,,1,51
1428,Billy the Beta Miner,,1,48
1429,Billy the Beta Miner,,,51
1430,Billy the Beta Miner,,,49
1431,Billy the Beta Miner,,,52
1432,Billy the Beta Miner,,,49
1433,Billy the Beta Miner,,1,48
1434,Billy the Beta Miner,,1,49
1435,Billy the Beta Miner,,1,52
1436,Billy the Beta Miner,,,52
1437,Billy the Beta Miner,,,49
1438,Billy the Beta Miner,,,48
1439,Billy the Beta Miner,,,52
1440,Billy the Beta Miner,,,49
1441,Billy the Beta Miner,,,49
1442,Billy the Beta Miner,,1,49
1443,Billy the Beta Miner,,,49
1444,Billy the Beta Miner,,,49
1445,Billy the Beta Miner,,,49
1446,Billy the Beta Miner,,1,51
1447,Billy the Beta Miner,,,52
1448,Billy the Beta Miner,,1,51
1449,Billy the Beta Miner,,1,49
1450,Billy the Beta Miner,,,51
1451,Billy the Beta Miner,,,50
1452,Billy the Beta Miner,,,52
1453,Billy the Beta Miner,,,51
1454,Billy the Beta Miner,,,51
1455,Billy the Beta Miner,,,52
1456,Billy the Beta Miner,,1,48
1457,Billy the Beta Miner,,1,50
1458,Billy the Beta Miner,,1,48
1459,Billy the Beta Miner,,1,50
1460,Billy the Beta Miner,,,50
1461,Billy the Beta Miner,,,49
1462,Billy the Beta Miner,,,52
1463,Billy the Beta Miner,,,51
1464,Billy the Beta Miner,,,51
1465,Billy the Beta Miner,,,51
1466,Billy the Beta Miner,,,51
1467,Billy the Beta Miner,,,49
1468,Billy the Beta Miner,,,51
1469,Billy the Beta Miner,,,50
1470,Billy the Beta Miner,,,49
1471,Billy the Beta Miner,,1,52
1472,Billy the Beta Miner,,,49
1473,Billy the Beta Miner,,,49
1474,Billy the Beta Miner,,,50
1475,Billy the Beta Miner,,,48
1476,Billy the Beta Miner,,1,52
1477,Billy the Beta Miner,,1,49
1478,Billy the Beta Miner,,,50
1479,Billy the Beta Miner,,,48
1480,Billy the Beta Miner,,1,52
1481,Billy the Beta Miner,,,52
1482,Billy the Beta Miner,,,52
1483,Billy the Beta Miner,,,50
1484,Billy the Beta Miner,,,50
1485,Billy the Beta Miner,,,50
1486,Billy the Beta Miner,,,52
1487,Billy the Beta Miner,,1,48
1488,Billy the Beta Miner,,,49
1489,Billy the Beta Miner,,,48
1490,Billy the Beta Miner,,,52
1491,Billy the Beta Miner,,1,49
1492,Billy the Beta Miner,,,51
1493,Billy the Beta Miner,,,52
1494,Billy the Beta Miner,,,50
1495,Billy the Beta Miner,,1,49
1496,Billy the Beta Miner,,,49
1497,Billy the Beta Miner,,1,48
1498,Billy the Beta Miner,,,49
1499,Billy the Beta Miner,,,50
1500,Billy the Beta Miner,,,50
1501,Billy the Beta Miner,,,50
1502,Billy the Beta Miner,,1,50
1503,Billy the Beta Miner,,,50
1504,Billy the Beta Miner,,,51
1505,Billy the Beta Miner,,,50
1506,Billy the Beta Miner,,,52
1507,Billy the Beta Miner,,,51
1508,Billy the Beta Miner,,,51
1509,Billy the Beta Miner,,,51
1510,Billy the Beta Miner,,,52
1511,Billy the Beta Miner,,,49
1512,Billy the Beta Miner,,,51
1513,Billy the Beta Miner,,1,50
1514,Billy the Beta Miner,,,50
1515,Billy the Beta Miner,,,50
1516,Billy the Beta Miner,,,51
1517,Billy the Beta Miner,,,49
1518,Billy the Beta Miner,,,52
1519,Billy the Beta Miner,,,52
1520,Billy the Beta Miner,,,52
1521,Billy the Beta Miner,,,52
1522,Billy the Beta Miner,,1,48
1523,Billy the Beta Miner,,,48
1524,Billy the Beta Miner,,,48
1525,Billy the Beta Miner,,,51
1526,Billy the Beta Miner,,,48
1527,Billy the Beta Miner,,,52
1528,Billy the Beta Miner,,1,48
1529,Billy the Beta Miner,,1,49
1530,Billy the Beta Miner,,1,52
1531,Billy the Beta Miner,,,52
1532,Billy the Beta Miner,,,51
1533,Billy the Beta Miner,,,52
1534,Billy the Beta Miner,,,49
1535,Billy the Beta Miner,,,50
1536,Billy the Beta Miner,,,52
1537,Billy the Beta Miner,,,52
1538,Billy the Beta Miner,,,48
1539,Billy the Beta Miner,,,52
1540,Billy the Beta Miner,,,50
1541,Billy the Beta Miner,,1,49
1542,Billy the Beta Miner,,,50
1543,Billy the Beta Miner,,,52
1544,Billy the Beta Miner,,1,51
1545,Billy the Beta Miner,,,48
1546,Billy the Beta Miner,,,50
1547,Billy the Beta Miner,,,49
1548,Billy the Beta Miner,,,52
1549,Billy the Beta Miner,,,50
1550,Billy the Beta Miner,,,50
1551,Billy the Beta Miner,,,52
1552,Billy the Beta Miner,,,52
1553,Billy the Beta Miner,,,48
1554,Billy the Beta Miner,,1,51
1555,Billy the Beta Miner,,,52
1556,Billy the Beta Miner,,,51
1557,Billy the Beta Miner,,,48
1558,Billy the Beta Miner,,,51
1559,Billy the Beta Miner,,,49
1560,Billy the Beta Miner,,1,49
1561,Billy the Beta Miner,,,48
1562,Billy the Beta Miner,,,51
1563,Billy the Beta Miner,,,48
1564,Billy the Beta Miner,,,49
1565,Billy the Beta Miner,,1,52
1566,Billy the Beta Miner,,1,49
1567,Billy the Beta Miner,,,50
1568,Billy the Beta Miner,,1,48
1569,Billy the Beta Miner,,,50
1570,Billy the Beta Miner,,1,48
1571,Billy the Beta Miner,,1,50
1572,Billy the Beta Miner,,1,49
1573,Billy the Beta Miner,,,52
1574,Billy the Beta Miner,,,50
1575,Billy the Beta Miner,,,49
1576,Billy the Beta Miner,,1,52
1577,Billy the Beta Miner,,,52
1578,Billy the Beta Miner,,,50
1579,Billy the Beta Miner,,,50
1580,Billy the Beta Miner,,,50
1581,Billy the Beta Miner,,,51
1582,Billy the Beta Miner,,1,49
1583,Billy the Beta Miner,,,50
1584,Billy the Beta Miner,,,49
1585,Billy the Beta Miner,,1,48
1586,Billy the Beta Miner,,,51
1587,Billy the Beta Miner,,,49
1588,Billy the Beta Miner,,,49
1589,Billy the Beta Miner,,,48
1590,Billy the Beta Miner,,,48
1591,Billy the Beta Miner,,,52
1592,Billy the Beta Miner,,,52
1593,Billy the Beta Miner,,1,50
1594,Billy the Beta Miner,,1,50
1595,Billy the Beta Miner,,,51
1596,Billy the Beta Miner,,,52
1597,Billy the Beta Miner,,,51
1598,Billy the Beta Miner,,,49
1599,Billy the Beta Miner,,1,49
1600,Billy the Beta Miner,,,52
1601,Billy the Beta Miner,,,49
1602,Billy the Beta Miner,,,49
1603,Billy the Beta Miner,,,49
1604,Billy the Beta Miner,,1,50
1605,Billy the Beta Miner,,,52
1606,Billy the Beta Miner,,1,49
1607,Billy the Beta Miner,,,48
1608,Billy the Beta Miner,,,50
1609,Billy the Beta Miner,,,50
1610,Billy the Beta Miner,,,49
1611,Billy the Beta Miner,,1,48
1612,Billy the Beta Miner,,,52
1613,Billy the Beta Miner,,,48
1614,Billy the Beta Miner,,,51
1615,Billy the Beta Miner,,,52
1616,Billy the Beta Miner,,,48
1617,Billy the Beta Miner,,1,50
1618,Billy the Beta Miner,,,48
1619,Billy the Beta Miner,,,52
1620,Billy the Beta Miner,,,49
1621,Billy the Beta Miner,,,49
1622,Billy the Beta Miner,,,52
1623,Billy the Beta Miner,,1,51
1624,Billy the Beta Miner,,,52
1625,Billy the Beta Miner,,1,52
1626,Billy the Beta Miner,,,48
1627,Billy the Beta Miner,,1,52
1628,Billy the Beta Miner,,,50
1629,Billy the Beta Miner,,,50
1630,Billy the Beta Miner,,,49
1631,Billy the Beta Miner,,,48
1632,Billy the Beta Miner,,1,51
1633,Billy the Beta Miner,,1,50
1634,Billy the Beta Miner,,,52
1635,Billy the Beta Miner,,,52
1636,Billy the Beta Miner,,,50
1637,Billy the Beta Miner,,1,52
1638,Billy the Beta Miner,,,51
1639,Billy the Beta Miner,,,52
1640,Billy the Beta Miner,,,49
1641,Billy the Beta Miner,,1,52
1642,Billy the Beta Miner,,,49
1643,Billy the Beta Miner,,,49
1644,Billy the Beta Miner,,1,51
1645,Billy the Beta Miner,,1,49
1646,Billy the Beta Miner,,,50
1647,Billy the Beta Miner,,1,51
1648,Billy the Beta Miner,,,49
1649,Billy the Beta Miner,,1,49
1650,Billy the Beta Miner,,1,48
1651,Billy the Beta Miner,,,49
1652,Billy the Beta Miner,,1,52
1653,Billy the Beta Miner,,1,52
1654,Billy the Beta Miner,,1,50
1655,Billy the Beta Miner,,,50
1656,Billy the Beta Miner,,,51
1657,Billy the Beta Miner,,,48
1658,Billy the Beta Miner,,,49
1659,Billy the Beta Miner,,,48
1660,Billy the Beta Miner,,,48
1661,Billy the Beta Miner,,,50
1662,Billy the Beta Miner,,1,49
1663,Billy the Beta Miner,,,50
1664,Billy the Beta Miner,,,49
1665,Billy the Beta Miner,,1,51
1666,Billy the Beta Miner,,1,51
1667,Billy the Beta Miner,,,49
1668,Billy the Beta Miner,,1,49
1669,Billy the Beta Miner,,,51
1670,Billy the Beta Miner,,,49
1671,Billy the Beta Miner,,,50
1672,Billy the Beta Miner,,,52
1673,Billy the Beta Miner,,,50
1674,Billy the Beta Miner,,,48
1675,Billy the Beta Miner,,,51
1676,Billy the Beta Miner,,1,49
1677,Billy the Beta Miner,,,52
1678,Billy the Beta Miner,,,50
1679,Billy the Beta Miner,,,51
1680,Billy the Beta Miner,,,50
1681,Billy the Beta Miner,,,52
1682,Billy the Beta Miner,,,48
1683,Billy the Beta Miner,,,50
1684,Billy the Beta Miner,,,49
1685,Billy the Beta Miner,,,49
1686,Billy the Beta Miner,,,49
1687,Billy the Beta Miner,,1,52
1688,Billy the Beta Miner,,,51
1689,Billy the Beta Miner,,1,49
1690,Billy the Beta Miner,,1,49
1691,Billy the Beta Miner,,,50
1692,Billy the Beta Miner,,,48
1693,Billy the Beta Miner,,,52
1694,Billy the Beta Miner,,,51
1695,Billy the Beta Miner,,,49
1696,Billy the Beta Miner,,,49
1697,Billy the Beta Miner,,,48
1698,Billy the Beta Miner,,1,51
1699,Billy the Beta Miner,,1,48
1700,Billy the Beta Miner,,,51
1701,Billy the Beta Miner,,,48
1702,Billy the Beta Miner,,,51
1703,Billy the Beta Miner,,,49
1704,Billy the Beta Miner,,1,52
1705,Billy the Beta Miner,,,48
1706,Billy the Beta Miner,,,48
1707,Billy the Beta Miner,,,48
1708,Billy the Beta Miner,,1,52
1709,Billy the Beta Miner,,1,51
1710,Billy the Beta Miner,,,50
1711,Billy the Beta Miner,,,48
1712,Billy the Beta Miner,,,50
1713,Billy the Beta Miner,,,52
1714,Billy the Beta Miner,,,51
1715,Billy the Beta Miner,,,51
1716,Billy the Beta Miner,,,49
1717,Billy the Beta Miner,,,52
1718,Billy the Beta Miner,,1,48
1719,Billy the Beta Miner,,,51
1720,Billy the Beta Miner,,,50
1721,Billy the Beta Miner,,,52
1722,Billy the Beta Miner,,,50
1723,Billy the Beta Miner,,1,50
1724,Billy the Beta Miner,,,51
1725,Billy the Beta Miner,,1,51
1726,Billy the Beta Miner,,1,49
1727,Billy the Beta Miner,,,49
1728,Billy the Beta Miner,,,48
1729,Billy the Beta Miner,,1,48
1730,Billy the Beta Miner,,,52
1731,Billy the Beta Miner,,,51
1732,Billy the Beta Miner,,,50
1733,Billy the Beta Miner,,,49
1734,Billy the Beta Miner,,,48
1735,Billy the Beta Miner,,,49
1736,Billy the Beta Miner,,,51
1737,Billy the Beta Miner,,1,48
1738,Billy the Beta Miner,,,51
1739,Billy the Beta Miner,,,51
1740,Billy the Beta Miner,,,48
1741,Billy the Beta Miner,,1,50
1742,Billy the Beta Miner,,,51
1743,Billy the Beta Miner,,1,52
1744,Billy the Beta Miner,,,50
1745,Billy the Beta Miner,,,49
